Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Analog,<= 14 Days,5,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013045,0,1778.4,7/19/2022 0:00,2/5/2023 0:00,7/18/2023 0:00,0.0988,0,18000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013064,5038.8,592.8,7/19/2022 0:00,4/20/2023 0:00,7/18/2023 0:00,0.0988,0,6000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007902.,13041.6,296.4,9/23/2021 0:00,12/1/2022 0:00,1/1/2047 0:00,0.0988,0,3000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,5,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013045,7113.6,1185.6,7/19/2022 0:00,2/5/2023 0:00,7/18/2023 0:00,0.0988,0,12000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013064,3556.8,1482,7/19/2022 0:00,4/20/2023 0:00,7/18/2023 0:00,0.0988,0,15000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,5,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013045,1778.4,3260.4,7/19/2022 0:00,2/5/2023 0:00,7/18/2023 0:00,0.0988,0,33000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,5,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013045,5038.8,2074.8,7/19/2022 0:00,2/5/2023 0:00,7/18/2023 0:00,0.0988,0,21000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,> 14 Days,42,KUALA LUMPUR,SMK ELECTRONICS (MALAYSIA)SDN BHD,SS115500,Analog,STG,ST25DV04K-IER6T3,ST25DV04K-IER6T3,2,L001-8184542,0,1300,10/10/2022 0:00,6/7/2023 0:00,10/11/2023 0:00,0.325,0,4000,0.0,0,0,0,32000,0,4000,4000,4000,4000,AMMYFCA,MM386,"ONG, ZHANGXIAN (A-51)       "
Discrete,> 14 Days,60,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,46-10015-1S,SMBJ15CA-TR,1,A762117208,170,170,9/16/2021 0:00,6/16/2023 0:00,1/1/2047 0:00,0.068,2500,2500,0.0,0,0,0,0,30000,17500,15000,2500,2500,MRWWCPT35,LL017,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,46,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Discrete,STG,TE824F015300,STTH1L06U,1,4510310751,577.5,577.5,12/6/2022 0:00,5/3/2023 0:00,1/1/2049 0:00,0.077,7500,7500,0.0,0,0,0,0,0,25000,15000,2500,2500,AMIDFCA97,LL017,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,102,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,STG,10102-0150-00023,BTA24-800BWRG,1,2600017464.,0,3000,10/6/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,1.0,0,3000,0.0,0,0,0,400,57000,17500,1000,50,50,DEWWDAP3,LL007,"ANANWORANAKORN, WARANTHORN ("
Discrete,> 14 Days,89,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,STG,10102-0150-00023,BTA24-800BWRG,1,2600017465.,0,4000,10/7/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,1.0,0,4000,0.0,0,0,0,400,57000,17500,1000,50,50,DEWWDAP3,LL007,"ANANWORANAKORN, WARANTHORN ("
Discrete,> 14 Days,89,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,STG,10102-0150-00023,BTA24-800BWRG,1,2600017466.,0,3000,10/7/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,1.0,0,3000,0.0,0,0,0,400,57000,17500,1000,50,50,DEWWDAP3,LL007,"ANANWORANAKORN, WARANTHORN ("
Discrete,> 14 Days,89,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,STG,10102-0150-00023,BTA24-800BWRG,1,2600017468.,0,4000,10/7/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,1.0,0,4000,0.0,0,0,0,400,57000,17500,1000,50,50,DEWWDAP3,LL007,"ANANWORANAKORN, WARANTHORN ("
Discrete,> 14 Days,89,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,STG,10102-0150-00023,BTA24-800BWRG,1,2600018253,0,3500,11/2/2021 0:00,4/17/2023 0:00,1/1/2047 0:00,1.0,0,3500,0.0,0,0,0,400,57000,17500,1000,50,50,DEWWDAP3,LL007,"ANANWORANAKORN, WARANTHORN ("
Analog,> 14 Days,104,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Analog,STG,54-00067-S,L4981AD,1,A712205565,1059.3,1059.3,3/22/2022 0:00,5/26/2023 0:00,1/23/2024 0:00,1.0593,1000,1000,0.0,0,0,0,2000,2000,7000,1000,40,1000,MRWWCPT35,MM335,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,19,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,46-00018,STTH2003CT,1,A712205685,4154.15,4154.15,3/22/2022 0:00,1/23/2023 0:00,1/1/2049 0:00,0.581,7150,7150,0.0,0,0,0,400,12000,9600,3000,50,50,MRWWCPT35,LL017,"CHIN, JUNGSENG (A-01)       "
Analog,<= 14 Days,10,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,STG,IN60000032352,LM217T,1,1500029024, 291.52 , 91.10 ,4/22/2022 0:00,6/7/2023 0:00,4/11/2024 0:00,0.1822,1600,500,1100.0,0,0,0,1600,0,13600,3000,50,50,DEWWDAP45,MM125,"LE, HENRY (A-2R)            "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,49,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,5/1/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,14,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101603,TNPW060310K0BEEA,1,4100011728......," 8,441.00 "," 8,441.00 ",4/13/2023 0:00,6/1/2023 0:00,4/11/2024 0:00,0.0734,115000,115000,0.0,0,0,0,0,525000,1415000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140200061,AC1206FR-07931RL,1,4100011728.....," 1,350.00 "," 1,350.00 ",4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.0025,540000,540000,0.0,0,0,0,2020000,680000,3260000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Discrete,<= 14 Days,11,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,LF,M2-GP20001256-R,5.0SMDJ26CA,1,4601149350,1800,1800,11/28/2022 0:00,5/4/2023 0:00,1/1/2049 0:00,0.6,3000,3000,0.0,0,0,0,0,3000,6000,3000,3000,3000,AMGEFOB24,LL017,"TEO, HAZEL (A-01)           "
High End,> 14 Days,20,SINGAPORE,SHANGHAI GES INFORMATION         ,SS971406,High End,STM,T8-605-302726-R,STM32L151RBT6TR,1,4590638897,3050.6,3050.6,5/25/2022 0:00,5/29/2023 0:00,8/28/2023 0:00,3.0506,1000,1000,0.0,0,0,0,0,16000,23000,1000,1000,1000,DEWWCPT4,MM096,"TEO, HAZEL (A-01)           "
Passive,<= 14 Days,13,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,KOA,RGRE120001,RK73B1JRTTD121J,1,4510306655,45,45,10/2/2022 0:00,6/5/2023 0:00,10/12/2023 0:00,0.009,5000,5000,0.0,0,0,0,5000,5000,15000,5000,5000,5000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,<= 14 Days,13,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,KOA,RGRE249101,RK73H1ERTTP2491F,1,4510306655,160,160,10/2/2022 0:00,6/5/2023 0:00,10/12/2023 0:00,0.008,20000,20000,0.0,0,0,0,60000,0,100000,10000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,> 14 Days,42,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,KOA,RGRE249101,RK73H1ERTTP2491F,1,4510306098,160,160,9/23/2022 0:00,6/5/2023 0:00,9/23/2023 0:00,0.008,20000,20000,0.0,0,0,0,60000,0,100000,10000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,19,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,MCP,46-00303-S,APT75DQ60SG,1,A712218513.,2786,2786,10/6/2022 0:00,5/30/2023 0:00,10/12/2023 0:00,3.98,700,700,0.0,0,0,0,0,0,700,275,1,1,MRWWCPT35,LL017,"CHIN, JUNGSENG (A-01)       "
Passive,> 14 Days,31,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,KOA,SDRE039500,RK73B2BTTD390J,1,4510307345.,14,14,10/14/2022 0:00,6/5/2023 0:00,1/1/2049 0:00,0.0028,5000,5000,0.0,0,0,0,0,0,5000,5000,5000,5000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,> 14 Days,28,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Passive,STK,P9-5-1280-047-R,WW3FT47R0,1,4601144270,466.2,466.2,11/1/2022 0:00,5/19/2023 0:00,1/1/2049 0:00,0.2331,2000,2000,0.0,0,0,0,0,2000,4000,2000,2000,2000,AMGEFOB24,KK163,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,46,BANGKOK,"PTR INDUSTRIES CO.,LTD.          ",PS069000,Interconnect,ASM,PTR004-00098,A-USBPA-2,3,PTR-TT07329-OS,0,490,1/23/2023 0:00,5/3/2023 0:00,11/14/2023 0:00,0.245,0,2000,0.0,0,0,0,0,0,4000,1000,1000,1000,ASSAFCA,KK560,FAI ASEAN HOUSE (FAIASEAN)  
Interconnect,> 14 Days,46,BANGKOK,"PTR INDUSTRIES CO.,LTD.          ",PS069000,Interconnect,ASM,PTR004-00098,A-USBPA-2,3,PTR-TT07329-OS,490,490,1/23/2023 0:00,5/3/2023 0:00,11/14/2023 0:00,0.245,0,2000,0.0,0,0,0,0,0,4000,1000,1000,1000,ASSAFCA,KK560,FAI ASEAN HOUSE (FAIASEAN)  
Interconnect,<= 14 Days,0,SINGAPORE,PCI PRIVATE LIMITED              ,PS064800,Interconnect,ADM,GE1002549200,MTJ-883B61-N-K,1,4510314373,0,5256.72,2/7/2023 0:00,6/16/2023 0:00,2/14/2024 0:00,0.105,0,50064,0.0,0,0,0,0,350448,600768,5040,168,168,AMIDFCA97,KK154,"LU, ADELINE (A-01)          "
Passive,> 14 Days,21,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Passive,AVX,70376,06031A150FAT2A,2,45113590.,0,333.6,2/9/2023 0:00,4/24/2023 0:00,4/24/2024 0:00,0.0834,0,4000,0.0,0,0,0,0,0,8000,4000,4000,4000,ASSAFCA3,KK123,"INCHAN, CHUTHAMAS (A-77)    "
Passive,<= 14 Days,4,SINGAPORE,PNE APPLIANCE CONTROLS PTE LTD   ,PS550000,Passive,STK,40-F0603FT866KN-B,RMCF0603FT866K,2,F08167,18.7,18.7,4/4/2023 0:00,6/7/2023 0:00,6/7/2024 0:00,0.00187,10000,10000,0.0,0,0,0,0,0,10000,5000,5000,5000,ASSGFCA,KK143,"NG, BRYAN (A-01)            "
Interconnect,<= 14 Days,0,SINGAPORE,PEPPERL+FUCHS ASIA PTE. LTD.     ,PS050000,Interconnect,WEC,809596,971-SLR-SMD-1.1/02-TR,1,5001407747,1400,1400,3/16/2022 0:00,4/20/2023 0:00,1/1/2049 0:00,0.35,4000,4000,0.0,0,0,0,6500,2500,13500,500,500,500,AMSGFCA,KK195,"LOW, YUSONG (A-01)          "
Passive,<= 14 Days,11,PENANG,SEETEK EMS SDN BHD               ,SS096400,Passive,YAG,10253G0000,RC0603FR-071RL,2,305025,0,59.5,6/27/2022 0:00,6/7/2023 0:00,6/28/2023 0:00,0.0017,0,35000,0.0,0,5015000,530000,590000,0,260000,25000,5000,5000,ASMYFCA,KK143,"HWA, KYLE (A-50)            "
Passive,<= 14 Days,6,BANGKOK,HANA MICROELECTRONICS PUBLIC     ,HS699000,Passive,SMP,1041BDYY4907534,CL10A106KP8NNNC,2,2100053126,150,30,5/23/2023 0:00,6/9/2023 0:00,1/1/2049 0:00,0.0075,20000,4000,16000.0,0,16000,136000,0,3528000,11612000,40000,4000,4000,TEWWEXW,KK123,"INCHAN, CHUTHAMAS (A-77)    "
Analog,<= 14 Days,14,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Analog,DIO,1834,ZRC330F01TA,2,45105530,0,960,3/1/2022 0:00,6/2/2023 0:00,9/5/2023 0:00,0.32,0,3000,0.0,0,0,54000,39000,63000,21000,3000,3000,3000,ASSAFCA3,MM138,"INCHAN, CHUTHAMAS (A-77)    "
Analog,> 14 Days,361,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Analog,DIO,1834,ZRC330F01TA,2,45103275,0,960,12/15/2021 0:00,4/7/2023 0:00,1/1/2047 0:00,0.32,0,3000,0.0,0,0,54000,39000,63000,21000,3000,3000,3000,ASSAFCA3,MM138,"INCHAN, CHUTHAMAS (A-77)    "
Analog,> 14 Days,158,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Analog,FSC,M75019573-R,NC7SZ57P6X,1,4601023822,131.7,131.7,9/16/2021 0:00,2/3/2023 0:00,8/20/2023 0:00,0.0439,3000,3000,0.0,0,0,0,12000,0,18000,15000,3000,3000,AMGEFOB24,MM115,"TEO, HAZEL (A-01)           "
E-Mech,> 14 Days,34,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,E-Mech,AZ,180075,AZ942-1CT-12DE,1,PO00328595,1628,1628,9/19/2022 0:00,5/15/2023 0:00,1/1/2049 0:00,0.407,4000,4000,0.0,0,137938,20,0,29900,52200,1000,20,20,ASIDFCA9,KK191,"NG, BRYAN (A-01)            "
E-Mech,> 14 Days,34,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,E-Mech,AZ,180075,AZ942-1CT-12DE,1,PO00311063,814,814,2/3/2022 0:00,5/15/2023 0:00,1/1/2049 0:00,0.407,2000,2000,0.0,0,137938,20,0,29900,52200,1000,20,20,ASIDFCA9,KK191,"NG, BRYAN (A-01)            "
E-Mech,> 14 Days,27,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,KEY,108100950,7697,1,4100012079/REPL," 33,072.00 "," 33,072.00 ",5/12/2023 0:00,5/22/2023 0:00,5/16/2024 0:00,0.195,169600,169600,0.0,0,0,1300,33600,0,169600,100,100,100,ASSAFCA,KK155,"VU, STEVEN (A-2R)           "
Discrete,<= 14 Days,11,PENANG,MORRISSEY ASSEMBLY SOLUTION SDN  ,MS033400,Discrete,DIO,602E12-000054,KBP208G,1,6007098,2802.8,431.2,5/29/2023 0:00,6/1/2023 0:00,1/1/2049 0:00,0.077,0,5600,0.0,0,0,0,25,287000,329000,35,35,35,AMMYFCA,LL017,"NG, JESS (A-50)             "
Discrete,<= 14 Days,11,PENANG,MORRISSEY ASSEMBLY SOLUTION SDN  ,MS033400,Discrete,DIO,602E12-000054,KBP208G,1,6007098,0,2802.8,5/29/2023 0:00,6/1/2023 0:00,1/1/2049 0:00,0.077,0,36400,0.0,0,0,0,25,287000,329000,35,35,35,AMMYFCA,LL017,"NG, JESS (A-50)             "
Discrete,<= 14 Days,11,BANGKOK,"ASIA MAGNETIC WINDING CO.,LTD    ",AS332300,Discrete,NP3,"DIODE 0,25A 250VSMT","BAS321,115",1,242335,0,34.98,9/7/2022 0:00,6/6/2023 0:00,9/8/2023 0:00,0.01166,0,3000,0.0,0,0,0,6906000,5925000,18687000,27000,3000,3000,ASSAFCA,LL017,"ANANWORANAKORN, WARANTHORN ("
Discrete,<= 14 Days,14,VIETNAM,KATOLEC VIETNAM CORPORATION      ,KS030000,Discrete,NP3,"PDTC114ET,215","PDTC114ET,215",2,VLS0001995, -   , 197.40 ,10/7/2022 0:00,6/1/2023 0:00,4/8/2024 0:00,0.0094,0,21000,0.0,0,0,0,8415000,13974000,35949000,1,3000,3000,ASSAFCA,LL025,"HA, JIM (A-2R)              "
Passive,<= 14 Days,13,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Passive,SMP,65850,CL10A475KQ8NNNC,2,45107335,0,22.16,5/11/2022 0:00,6/5/2023 0:00,1/1/2049 0:00,0.00277,0,8000,0.0,0,0,0,680000,1324000,1296000,40000,4000,4000,ASSAFCA3,KK123,"INCHAN, CHUTHAMAS (A-77)    "
Discrete,> 14 Days,26,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Discrete,LUM,IN60000005552,SSI-LXH9GD-150,1,1500041038.," 1,260.00 "," 1,260.00 ",1/10/2023 0:00,5/23/2023 0:00,1/1/2049 0:00,0.63,2000,2000,0.0,0,0,0,0,0,2000,2000,100,100,DEWWDAP45,LL009,"LE, HENRY (A-2R)            "
Passive,<= 14 Days,11,PENANG,SEETEK EMS SDN BHD               ,SS096400,Passive,YAG,10322G0000,RC0603FR-074K7L,2,304983,0,22.5,6/24/2022 0:00,6/7/2023 0:00,6/24/2023 0:00,0.0009,0,25000,0.0,0,26360000,4735000,0,1700000,3975000,1,5000,5000,ASMYFCA,KK143,"HWA, KYLE (A-50)            "
Passive,<= 14 Days,7,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1233,RC0603FR-074K7L,3,6A05741,0,22,12/6/2022 0:00,6/10/2023 0:00,12/6/2023 0:00,0.0011,0,20000,0.0,0,26360000,4735000,0,1700000,3975000,1,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,11,PENANG,SEETEK EMS SDN BHD               ,SS096400,Passive,YAG,10322G0000,RC0603FR-074K7L,2,305025,0,22.5,6/27/2022 0:00,6/7/2023 0:00,6/28/2023 0:00,0.0009,0,25000,0.0,0,26360000,4735000,0,1700000,3975000,1,5000,5000,ASMYFCA,KK143,"HWA, KYLE (A-50)            "
Passive,<= 14 Days,7,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1233,RC0603FR-074K7L,3,6A06300,33,33,3/8/2023 0:00,6/10/2023 0:00,3/8/2024 0:00,0.0011,30000,30000,0.0,0,26360000,4735000,0,1700000,3975000,1,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,6,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1233,RC0603FR-074K7L,3,6A06300,33,33,3/8/2023 0:00,6/12/2023 0:00,3/8/2024 0:00,0.0011,30000,30000,0.0,0,26360000,4735000,0,1700000,3975000,1,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,11,KUALA LUMPUR,MFS TECHNOLOGY (M) SDN. BHD.     ,MS377400,Passive,SMP,191-8090-001CRF,CL05A475MQ5NRNC,2,459745,0,186,2/20/2023 0:00,6/7/2023 0:00,6/7/2024 0:00,0.0186,0,10000,0.0,0,40000,440000,1180000,300000,2070000,50000,10000,10000,ASMYFCA12,KK123,"NG, JIMMY (A-51)            "
Discrete,<= 14 Days,10,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,DIO,C02-0340-0878-14-R,SMAJ28CA-13-F,1,4601062773,185.5,185.5,12/20/2021 0:00,6/8/2023 0:00,1/1/2047 0:00,0.0371,5000,5000,0.0,0,40000,120000,0,50000,110000,5000,5000,5000,AMGEFOB24,LL017,"TEO, HAZEL (A-01)           "
Passive,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Passive,SMP,27763,CL10B102KB8NNNC,2,45111992,0,237,11/24/2022 0:00,6/13/2023 0:00,11/25/2023 0:00,0.00237,0,100000,0.0,0,3452000,2144000,496000,892000,2596000,40000,4000,4000,ASSAFCA3,KK123,"INCHAN, CHUTHAMAS (A-77)    "
Discrete,<= 14 Days,6,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Discrete,DIO,1800-0186,BZT52C27-7-F,3,6A05787,0,39.9,12/19/2022 0:00,6/12/2023 0:00,6/12/2024 0:00,0.0133,0,3000,0.0,0,3000,18000,54000,0,18000,3000,3000,3000,DEWWDAP,LL001,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,7,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1004,RC0603FR-07150KL,3,6A06300,15,15,3/8/2023 0:00,6/10/2023 0:00,3/8/2024 0:00,0.001,15000,15000,0.0,0,235000,0,0,760000,965000,25000,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Passive,<= 14 Days,6,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,YAG,1000-1004,RC0603FR-07150KL,3,6A06300,15,15,3/8/2023 0:00,6/12/2023 0:00,3/8/2024 0:00,0.001,15000,15000,0.0,0,235000,0,0,760000,965000,25000,5000,5000,DEWWDAP,KK143,FAI ASEAN HOUSE (FAIASEAN)  
Discrete,> 14 Days,300,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Discrete,DIO,HQDD001800,BAT54C-7-F,1,4510255345,31.8,31.8,3/19/2021 0:00,6/5/2023 0:00,1/1/2047 0:00,0.0106,3000,3000,0.0,0,609000,681000,2802000,1212000,2523000,3000,3000,3000,AMIDFCA97,LL017,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,41,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,ON,180003A,BAV99LT1G,1,PO00340443,33.36,33.36,3/16/2023 0:00,3/17/2023 0:00,1/1/2049 0:00,0.01112,3000,3000,0.0,0,1497000,1623000,1032000,5730000,7623000,45000,3000,3000,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
Discrete,<= 14 Days,6,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Discrete,DIO,37065,BZT52C33-7-F,2,45112046,0,405,11/29/2022 0:00,6/9/2023 0:00,11/29/2023 0:00,0.015,0,27000,0.0,0,6000,0,0,27000,54000,3000,3000,3000,ASSAFCA3,LL001,"INCHAN, CHUTHAMAS (A-77)    "
Passive,<= 14 Days,14,VIETNAM,"SOJI ELECTRONICS., JSC           ",SS088900,Passive,YAG,CC0603KRX5R8BB105,CC0603KRX5R8BB105,2,1630, -   , 180.00 ,9/29/2022 0:00,6/1/2023 0:00,7/8/2024 0:00,0.0045,0,40000,0.0,0,1716000,1256000,0,2012000,2160000,12000,4000,4000,ASSAFCA,KK123,"HA, JIM (A-2R)              "
Discrete,<= 14 Days,6,VIETNAM,ELECON GLOBAL INVESTMENT JSC     ,ES063500,Discrete,VSO,167100002,SFH6206-2T,1,0010223," 2,640.00 "," 2,640.00 ",2/28/2023 0:00,5/10/2023 0:00,3/8/2024 0:00,0.165,16000,16000,0.0,0,0,39000,0,356000,427000,1000,1000,1000,FEWWEXW,LL029,"VU, STEVEN (A-2R)           "
Discrete,> 14 Days,45,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,ON,180003A,BAV99LT1G,1,PO00329116,400.32,400.32,9/27/2022 0:00,9/28/2022 0:00,1/1/2049 0:00,0.01112,36000,36000,0.0,0,1497000,1623000,1032000,5730000,7623000,45000,3000,3000,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
Discrete,> 14 Days,45,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,ON,180003A,BAV99LT1G,1,PO00329116,33.36,33.36,9/27/2022 0:00,9/28/2022 0:00,1/1/2049 0:00,0.01112,3000,3000,0.0,0,1497000,1623000,1032000,5730000,7623000,45000,3000,3000,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
